fare_amount,hour,day,month,year,dayofweek,distance_km
5.5,1,6,2,2014,3,1.6682524159140337
13.0,18,22,4,2014,1,5.198835049063602
7.7,9,19,8,2010,3,3.239650895474337
10.5,18,6,8,2013,1,2.821622767376238
6.1,7,6,3,2012,1,1.6430432456671487
10.1,13,17,11,2009,1,2.788149410255296
6.1,23,8,5,2012,1,1.8332235055926267
8.5,18,15,1,2010,4,1.9459614459340189
4.5,3,16,9,2014,1,0.8833037885267889
4.9,19,12,1,2009,0,1.014982095508386
8.1,22,13,4,2011,2,2.7541688801803286
10.5,11,30,1,2014,3,1.0158526157836933
5.3,8,24,1,2012,1,1.2035381557800584
10.1,22,17,11,2010,2,5.66999988591504
11.7,13,5,4,2010,0,4.936419877637134
10.5,7,10,6,2014,1,1.9504865333078725
4.9,0,7,6,2010,0,1.1991096260820895
7.0,17,15,3,2015,6,1.6772989072097344
7.3,18,16,6,2009,1,1.5379008563225027
8.5,15,5,5,2013,6,2.068079470060599
11.3,13,30,6,2011,3,2.873243407643514
4.0,14,22,2,2013,4,0.8285087562300489
3.7,22,15,1,2009,3,0.6946275002900492
4.5,21,9,1,2011,6,1.6668954010784542
5.7,17,30,10,2009,4,1.0861771281624006
10.9,6,8,12,2011,3,5.283280262178377
5.7,18,6,6,2011,0,1.0888706746153887
4.1,12,6,8,2011,5,0.6877872513508422
6.5,11,12,9,2013,3,1.1182829273209294
5.3,13,16,6,2011,3,0.6437220091021958
15.5,21,17,11,2012,5,1.6044562899427846
6.9,23,12,6,2012,1,2.7390857326851767
16.5,9,12,10,2012,4,3.7404528318965355
7.7,14,1,6,2011,2,2.265787889882811
7.5,11,26,1,2013,5,1.5919094130090266
6.5,23,4,2,2011,4,1.7834940171262519
5.0,8,2,2,2015,0,0.7575012967473036
4.9,22,31,3,2012,5,0.8038428404910908
9.0,14,12,3,2014,2,1.9156727641377955
9.0,8,23,4,2013,1,1.909421108461412
14.0,22,7,12,2014,6,4.6058685985848635
4.1,22,2,10,2011,6,0.9761592354397584
8.5,7,16,5,2012,2,1.923506880971683
4.5,9,9,12,2009,2,1.0922710468052819
10.0,11,22,9,2013,6,2.3118080190141765
6.0,17,30,8,2014,5,1.130900652641076
5.7,12,3,7,2012,1,1.0459088317388916
5.3,22,4,6,2010,4,1.7083529004110685
9.5,6,26,8,2013,0,3.0196615850389072
7.3,12,26,3,2009,3,1.9316676509687356
4.9,8,8,8,2009,5,1.5809122077471802
8.9,16,19,8,2011,4,2.3040048198866208
5.0,21,28,11,2014,4,0.6086175875728196
7.3,1,8,1,2012,6,1.4684107258346455
5.5,6,26,3,2015,3,1.14844197707077
9.7,9,12,11,2010,4,1.8686016436238733
7.7,19,20,5,2010,3,0.876019801424106
10.0,20,30,7,2014,2,2.596375315759642
13.7,18,26,11,2011,5,2.440811504399544
9.5,2,22,3,2014,5,3.365997745721055
12.9,20,23,10,2011,6,4.731871229251813
15.0,23,24,11,2013,6,4.810834886612966
6.1,17,25,5,2010,1,0.6770575493460036
8.9,10,1,3,2012,3,1.5363221515439733
5.3,20,31,1,2012,1,1.8615245526990472
13.0,14,23,2,2013,5,5.194210812610892
6.0,9,21,5,2014,2,1.3099525852600036
13.0,10,15,5,2013,2,3.058235056985056
4.1,13,23,6,2012,5,1.2513892368494963
6.9,9,6,10,2011,3,1.5737083235971314
8.0,18,30,10,2014,3,1.5690247402648096
11.3,19,27,11,2009,4,4.295495768016419
5.5,19,14,5,2015,3,0.7191477372586952
10.1,22,13,4,2011,2,3.9477593606147923
9.7,16,29,7,2012,6,3.6534570334459864
10.9,12,24,10,2011,0,3.829260301776757
6.5,23,30,8,2009,6,1.955017970560754
3.5,12,27,5,2014,1,0.38333658030313583
6.0,13,10,6,2014,1,1.1345413317600257
10.0,19,11,2,2015,2,2.301821846378174
6.1,14,11,11,2011,4,1.1894840252681758
5.7,19,2,2,2011,2,1.6839505978378853
13.0,5,5,5,2013,6,3.3414185718522065
5.5,11,16,6,2014,0,1.187421843686144
5.3,14,15,9,2009,1,1.0112321578838197
17.5,7,3,6,2013,0,1.4054133534243967
6.5,16,19,9,2009,5,2.134552672267262
4.5,19,9,1,2012,0,0.9454738451500794
3.7,14,4,11,2009,2,0.52630633580048
6.5,14,13,2,2012,0,1.2092756464648775
5.3,14,2,4,2009,3,1.1530821437940804
5.3,14,22,7,2009,2,1.0829402034938898
10.5,16,12,1,2014,6,2.183558014653123
12.5,15,4,6,2015,3,1.86277424182331
9.0,18,18,10,2012,3,2.819170438906222
7.3,17,27,1,2011,3,1.7350671432823757
10.5,23,7,11,2013,3,4.220784417386761
9.5,8,22,7,2013,0,3.006683054754215
11.3,18,13,12,2010,0,3.9334915348517243
7.7,10,14,11,2009,5,0.5715233749906259
12.1,9,4,3,2011,4,4.54477699792708
6.5,16,26,4,2014,5,1.138240584520406
4.5,23,25,5,2009,0,1.2251913106417467
6.1,7,3,8,2012,4,2.4695914505892262
16.1,21,2,6,2011,3,5.35838457698442
8.5,3,17,10,2014,4,1.791501867932007
10.5,12,17,5,2011,1,2.7347335383030758
7.0,21,29,12,2012,5,1.6878055640723648
8.5,11,18,5,2012,4,2.6161974715554983
10.5,15,23,4,2011,5,3.2511114671313
10.0,18,9,6,2015,1,2.192873372251067
5.3,8,19,3,2009,3,0.9520574355069822
10.1,13,5,10,2011,2,1.7218457612295748
5.0,18,1,6,2014,6,1.0227727205789574
6.9,21,11,9,2009,4,2.447037237896086
10.0,11,14,6,2015,6,2.3005416372082164
13.5,12,30,1,2013,2,2.0522516311700545
5.7,10,28,6,2011,1,1.3362194765676376
4.1,23,19,10,2009,0,0.750789859100292
10.5,0,4,12,2011,6,2.5602827300447717
5.3,15,23,9,2010,3,1.4199098472153737
5.3,21,21,5,2012,0,1.4306514649115245
14.5,9,3,11,2012,5,5.160080174044348
4.0,16,11,1,2014,5,1.1933606212761696
13.7,16,29,2,2012,2,3.5798912138885366
9.0,22,24,3,2015,1,2.5424375652242626
7.7,20,9,5,2010,6,2.6583341516410637
7.7,17,12,6,2009,4,1.97117500084256
4.5,5,30,5,2013,3,0.8870281602775273
9.3,11,23,4,2011,5,4.855698650184874
8.1,15,12,9,2011,0,1.3847477181021408
4.5,13,13,6,2015,5,0.9835816711874987
5.5,10,10,1,2015,5,1.6520896667060956
10.5,9,16,4,2009,3,2.8547150900135403
3.0,8,29,4,2013,0,0.3781530593301716
4.5,13,25,10,2009,6,1.252409238306669
9.3,14,24,9,2011,5,3.6932611226578063
5.7,20,21,1,2009,2,1.699356808743419
13.0,18,2,3,2013,5,4.799858603397162
6.5,9,11,7,2014,4,1.40411732123779
5.0,6,28,2,2014,4,1.0042510647369811
7.5,10,7,11,2014,4,1.1253328689526234
7.3,20,5,12,2009,5,2.7127485119168964
7.7,12,16,2,2012,3,1.3398282211400294
3.0,23,18,1,2015,6,0.3698723284844686
3.5,1,10,4,2015,4,0.3614986570922135
7.7,20,25,6,2011,5,1.9921175569165022
15.5,19,5,12,2013,3,1.7724002255184377
6.1,12,20,7,2012,4,1.5054406056176128
9.5,11,17,10,2014,4,1.5622506849436195
9.7,19,25,3,2010,3,2.8838314813939028
5.5,18,12,9,2012,2,1.0586792701270535
4.5,15,10,8,2010,1,1.1802713186738667
6.0,22,26,3,2013,1,1.7227271568901494
10.0,12,2,2,2015,0,3.3762047706865688
4.1,10,23,2,2010,1,1.061667504531801
8.5,23,30,1,2012,0,2.7503645149440232
4.5,21,22,10,2010,4,0.6814700466992856
14.0,23,20,7,2013,5,3.904868816067468
14.9,19,8,6,2011,2,4.597234274048414
5.7,8,14,2,2011,0,1.3356297027161488
6.5,21,15,1,2015,3,1.6809499127939667
12.5,16,11,4,2009,5,3.831551682273274
4.1,12,4,10,2010,0,0.7135363103995577
3.7,13,20,5,2011,4,0.6192542218912481
6.5,12,4,8,2013,6,0.9057074970142515
4.1,4,2,5,2009,5,0.5226018836180266
5.7,11,1,4,2010,3,1.850623294615861
6.5,13,26,10,2014,6,0.9107670811477693
3.5,0,8,6,2013,5,0.4300772091983615
4.5,12,30,12,2012,6,1.0524583784758348
5.3,11,11,12,2009,4,0.5356458296424796
6.0,17,18,11,2012,6,1.4018019711803595
6.5,22,4,9,2012,1,1.658996434425077
7.7,23,26,4,2012,3,2.2757992443618154
6.5,20,5,4,2011,1,1.0220340866777626
5.0,10,5,4,2013,4,0.669836355183952
9.0,0,9,7,2014,2,2.333984044284188
11.3,23,18,3,2010,3,3.9572195182767986
7.5,3,13,4,2013,5,2.0126448118013855
6.0,0,1,11,2013,4,1.6053179285253725
7.5,22,19,10,2012,4,1.703642755382421
9.3,13,19,3,2010,4,3.51647554059621
8.0,7,4,3,2015,2,1.4608744227766508
10.5,4,31,5,2012,3,5.4178507817912624
3.3,9,29,12,2009,1,0.7686556774000529
8.5,22,7,10,2014,1,1.9451483564832557
5.7,0,23,7,2011,5,1.2173747786657603
7.5,18,2,1,2013,2,0.9837697845532535
3.5,13,26,10,2014,6,0.46135080219220104
6.9,13,22,10,2009,3,2.0048681686095082
6.0,11,8,8,2013,3,1.1797093478351048
6.5,14,24,3,2014,0,0.8716576339253765
13.3,20,20,5,2010,3,4.767696501076504
14.9,9,27,6,2011,0,5.434666204678839
7.5,22,9,5,2014,4,0.6795539893406409
9.7,20,17,3,2012,5,3.1779266202175447
9.3,20,2,1,2009,4,2.9742533482700133
5.0,9,2,10,2013,2,0.9019093805211833
6.9,11,24,5,2011,1,1.5112962327608446
9.7,18,26,1,2012,3,2.3148121686351426
11.7,9,25,7,2012,2,5.08270252303277
10.5,12,30,6,2014,0,2.2598785622290296
8.0,5,17,1,2013,3,2.0940738355489366
5.7,17,3,8,2012,4,1.547167356422699
10.5,23,11,12,2013,2,3.0613623400970806
6.5,8,22,4,2009,2,1.8740080669802732
6.9,14,22,4,2010,3,0.6070847149679708
5.7,18,5,8,2010,3,0.9081308456778999
14.9,0,22,4,2011,4,5.130052901378351
4.9,12,2,11,2010,1,0.9794867195315167
6.0,18,22,10,2012,0,0.9470980281529447
8.1,15,10,2,2009,1,2.0123235654436717
4.5,0,11,6,2011,5,0.8085134290277511
7.5,23,5,1,2013,5,1.2717568327413495
7.5,5,8,11,2013,4,1.4902154959095886
7.3,23,20,6,2011,0,3.2757199529753844
4.5,18,20,7,2013,5,0.8248400620765667
5.3,23,16,8,2010,0,0.7605743136015516
12.5,18,26,3,2011,5,4.735061803291679
5.3,22,11,11,2009,2,1.115051740874854
5.7,12,20,11,2011,6,1.0287210752133196
4.5,8,4,11,2010,3,1.2701761380263428
6.1,10,21,6,2011,1,1.8162859861978677
6.1,1,15,8,2010,6,1.9091178480075621
9.3,11,15,11,2010,0,2.137425064752902
4.1,22,26,1,2010,1,0.37509268281492353
10.5,15,2,6,2010,2,2.674096549779674
14.0,12,17,11,2013,6,1.5703487965723502
14.1,22,21,10,2011,4,2.3617140040289484
5.5,7,4,6,2015,3,0.9414319372704468
9.0,20,24,11,2014,0,2.644589386983982
14.5,18,3,11,2009,1,4.818648130924035
6.1,9,8,4,2011,4,1.857973315209498
16.5,18,27,9,2014,5,1.6502991021781952
8.5,13,13,10,2011,3,3.1317571750466704
17.5,22,2,4,2015,3,5.463236293149811
4.9,19,27,4,2011,2,1.1104056334256442
6.9,20,24,10,2009,5,1.2473946609909712
5.5,10,9,2,2013,5,1.241177604374056
6.5,22,22,3,2014,5,1.1505902123389593
11.7,0,1,2,2012,2,5.099922480408453
3.7,22,7,5,2012,0,0.6540941370096033
8.0,8,3,10,2013,3,2.2781492855603798
4.9,15,11,9,2010,5,2.143524639045285
5.3,23,3,8,2009,0,1.877438169762319
11.5,16,9,5,2014,4,3.1200438433079065
9.5,7,29,4,2015,2,2.5969111513148992
5.5,1,13,7,2014,6,1.3394597501335346
10.0,23,30,8,2013,4,2.181590430925658
5.5,15,15,1,2015,3,1.3808118297556051
11.5,15,28,5,2015,3,1.2848700759804628
8.5,16,17,8,2013,5,2.2930351107152616
8.0,9,7,2,2014,4,0.8921193764864376
8.9,15,21,2,2010,6,2.2043411544356255
9.5,21,7,3,2013,3,2.7795640964442523
8.1,19,14,2,2012,1,1.708141806328667
11.7,13,9,2,2010,1,4.759268152803281
13.0,23,25,7,2014,4,5.5487378097304685
8.5,19,25,4,2010,6,2.7953478844058437
15.0,7,5,2,2015,3,4.964055942120906
6.9,23,5,3,2010,4,2.0215899092275875
9.0,9,1,2,2015,6,1.8003552671334488
3.7,14,13,6,2012,2,0.47187290632677126
10.1,3,28,6,2012,3,4.525655758245276
6.5,23,20,5,2011,4,1.6098689218056157
6.5,19,10,11,2009,1,1.606000423800574
3.7,20,7,3,2012,2,0.5433316251370837
4.0,11,11,10,2014,5,0.6033261253486678
10.9,17,14,9,2009,0,1.0056549866628721
14.1,11,7,11,2010,6,5.418373585109787
8.0,7,18,1,2013,4,1.555044127520573
6.0,22,23,5,2013,3,0.837023225337845
7.5,22,22,11,2013,4,2.466935324353819
11.0,7,2,3,2014,6,3.7245997082948716
8.0,22,11,2,2014,1,2.4553180104022476
8.1,8,5,1,2010,1,1.8632451922458648
4.9,12,29,5,2011,6,0.9799681940545265
6.9,14,20,4,2012,4,1.3221120033443339
8.0,11,26,2,2015,3,1.7252251737250093
8.5,19,21,7,2011,3,2.55962246248221
13.0,17,21,4,2014,0,4.517339344359069
7.7,18,11,4,2011,0,2.919759730960586
10.0,9,24,6,2015,2,2.0369337961900182
4.9,14,29,4,2009,2,0.6098005311274985
8.5,19,18,5,2015,0,2.164408707400399
10.5,18,20,4,2012,4,4.299178857611296
12.9,15,9,6,2010,2,1.4731879577415794
10.5,21,18,5,2012,4,4.429319426485531
5.7,0,18,11,2011,4,1.6897394717889633
6.1,22,14,1,2011,4,2.1559573722992647
9.5,20,13,5,2015,2,2.9750663116934373
13.5,21,7,2,2013,3,4.236229367086923
6.5,23,8,1,2014,2,1.414756665056843
8.9,18,24,1,2012,1,2.34330189348882
3.5,13,14,3,2013,3,0.8956958316174921
9.3,21,26,2,2012,6,3.6306783589549623
6.0,21,13,3,2014,3,1.3691403048010824
8.5,21,28,4,2010,2,3.1418694779702645
10.5,13,2,9,2014,1,1.6427611876009145
8.9,20,1,12,2010,2,2.8758321575337513
7.3,14,28,4,2010,2,0.6809353149065919
7.5,17,19,6,2015,4,1.4263815063825913
10.1,11,28,7,2012,5,2.432854077818596
5.0,8,4,3,2014,1,0.7815411669185486
4.0,12,21,10,2013,0,0.7229518047233461
10.5,2,9,3,2013,5,2.5549280235754668
8.9,2,26,6,2010,5,3.38178455829907
11.0,18,5,10,2013,5,2.34332766822412
5.7,21,15,3,2010,0,1.1421606140423994
7.7,18,12,4,2010,0,2.0552903605632498
7.7,3,16,9,2009,2,2.804255395312619
4.5,8,14,6,2015,6,0.9237945104723606
5.3,8,6,1,2009,1,1.6093960224495907
7.3,17,29,5,2012,1,1.7628080862981867
7.5,23,7,9,2012,4,2.2029352635797417
7.3,23,15,1,2010,4,2.186528896289078
10.0,2,21,2,2015,5,3.356263433782803
8.1,10,11,2,2011,4,1.7153159470361992
6.9,17,16,5,2011,0,2.0187453414023606
6.5,22,29,11,2013,4,1.1362067224248047
6.0,7,29,3,2013,4,1.799221661175985
6.9,8,7,1,2010,3,2.983838603519212
13.7,9,11,2,2011,4,5.085673202102975
4.1,21,5,9,2010,6,0.8843881927764753
5.3,0,26,4,2009,6,1.4963515649517498
10.0,13,4,5,2013,5,2.448357310018819
3.8,3,7,2,2009,5,0.47463130110402346
7.5,10,6,4,2013,5,1.576710707421236
11.3,14,12,6,2010,5,4.055851408439733
15.3,19,31,3,2011,3,5.54730511055033
5.5,15,3,1,2015,5,1.1701279198493917
4.9,10,6,8,2010,4,0.7763044048935833
11.3,10,9,11,2011,2,2.636688297012233
5.7,19,3,1,2009,5,1.675221767363058
5.0,13,6,1,2013,6,1.1236361552936684
6.9,17,26,8,2009,2,0.7957281644105719
11.5,4,13,9,2013,4,3.8243138832432857
5.7,20,31,8,2010,1,1.019610366807245
5.0,12,17,1,2015,5,1.0369516935298373
16.5,17,2,6,2010,2,5.112051745744363
8.0,19,4,3,2014,1,1.8552386799399494
4.9,17,23,1,2009,4,1.1158072463664228
8.9,23,22,7,2011,4,3.7271190158148055
7.3,21,28,10,2010,3,3.196704026203771
4.5,8,18,3,2010,3,0.9397833788000158
11.5,1,6,1,2013,6,2.630205054285698
7.7,16,21,9,2011,2,1.9808463190882168
9.9,19,6,3,2009,4,2.9299733816349933
12.9,11,21,1,2010,3,4.97549778180679
9.7,11,23,9,2011,4,0.8474325731754985
10.0,14,18,6,2014,2,2.014506144731795
5.3,16,6,2,2012,0,1.2850273450553522
16.5,9,27,9,2013,4,3.5646596438358396
12.0,16,14,5,2013,1,1.2055518562290457
11.0,6,10,1,2014,4,4.1476757246252145
4.5,12,12,5,2011,3,0.7201995181332499
6.9,9,1,6,2010,1,1.4822290142288324
5.0,17,15,8,2013,3,1.0746185601403804
10.1,8,11,4,2012,2,2.7176594762011717
4.9,9,21,6,2011,1,0.9370126672788774
12.5,11,13,2,2015,4,3.143432120514804
7.8,2,24,1,2009,5,3.3083866552465073
8.1,7,7,10,2009,2,2.525328104280199
7.3,9,28,11,2010,6,3.486736751926151
15.2,0,20,8,2009,3,3.7974206564889426
10.0,18,23,7,2014,2,1.5220888914427941
8.9,12,17,1,2009,5,3.40629512806136
5.3,21,24,5,2010,0,1.5232401819612171
8.5,9,23,5,2011,0,3.1861716414224195
6.5,21,10,3,2013,6,1.362733528610612
4.9,12,7,7,2010,2,1.0016002691143193
13.7,20,24,11,2011,3,5.437662068588512
5.7,21,8,12,2010,2,1.1271640325129777
14.0,13,7,3,2013,3,2.9611752174243353
6.1,15,9,2,2011,2,1.0365005808112138
13.0,17,6,5,2013,0,3.6682434489316704
7.0,15,5,2,2013,1,1.1491399426491549
7.7,19,21,12,2010,1,2.7350440215305456
11.3,0,21,4,2009,1,5.39544295932236
10.5,15,6,10,2012,5,3.1806074955756287
11.5,20,3,5,2014,5,2.1903458636702227
14.0,23,21,12,2012,4,5.178728044325032
6.1,9,5,4,2012,3,0.9972086003230847
7.0,21,4,1,2014,5,1.2661979981533884
7.0,23,18,10,2012,3,1.7909418550655383
16.0,22,26,6,2013,2,5.241988166716337
10.5,18,1,8,2011,0,3.3743842316645285
7.5,20,14,12,2014,6,1.755905844120537
7.7,17,13,12,2011,1,2.808016128502356
6.0,15,28,9,2014,6,1.074574017465171
12.5,20,17,4,2013,2,3.8968729614974222
7.3,11,9,12,2009,2,0.7802981156142025
7.0,0,2,5,2014,4,1.2869988881894825
5.5,9,22,5,2013,2,1.4295383916713165
11.0,13,15,12,2014,0,1.6696788936610176
11.3,9,25,4,2011,0,5.314848641370808
7.3,18,6,8,2010,4,2.716415612435648
3.7,20,16,12,2010,3,0.9277998509042802
7.3,21,7,6,2009,6,3.0290288923783977
7.5,8,29,3,2013,4,1.4255095184263158
8.5,19,2,10,2011,6,2.2080823406623544
9.3,11,2,11,2011,2,2.5390306004274867
14.9,19,6,8,2009,3,3.1295920431339646
6.5,9,23,9,2014,1,1.7276148598123573
9.3,3,31,10,2009,5,4.609834250787319
9.5,13,17,2,2015,1,2.036776163238141
5.3,23,2,6,2012,5,1.249280626708633
3.7,19,18,2,2009,2,0.805634945642745
8.5,22,13,6,2011,0,2.3098019934927763
7.0,22,2,4,2014,2,1.0230320203492609
11.5,22,7,8,2014,3,3.334788432772727
4.5,7,9,1,2014,3,0.66579139732775
6.5,1,28,7,2010,2,2.255675858658122
9.5,0,15,4,2013,0,0.8308387248845845
11.5,12,21,4,2013,6,2.7142317350385143
12.0,9,27,10,2012,5,1.2076542185972614
11.5,8,1,2,2015,6,3.7446760575892837
4.9,22,31,8,2009,0,1.0486747965612186
5.3,13,5,4,2010,0,0.8243721327515247
9.7,20,3,10,2009,5,3.0152888203747223
5.7,11,29,8,2009,5,1.259321604371856
8.5,1,23,7,2010,4,2.1621164688793946
12.5,3,2,11,2014,6,4.342758833733005
7.5,18,4,4,2015,5,1.3482246974552146
5.5,19,14,3,2013,3,0.6743569845199677
4.9,20,20,7,2011,2,0.8101619631668492
15.7,13,29,4,2011,4,3.4329422847310544
10.5,17,26,9,2009,5,2.473358656990041
14.5,10,8,11,2012,3,3.5498405427815145
13.5,18,23,3,2014,6,4.4724783052856
9.3,2,30,4,2011,5,4.550193142878863
8.5,19,17,1,2013,3,2.7875219631262533
8.5,3,25,7,2009,5,4.029760595174847
9.5,6,24,2,2014,0,4.072841493263224
4.5,3,6,9,2009,6,0.3447947781889684
8.0,13,21,9,2014,6,2.0153611403758416
6.5,18,19,8,2013,0,1.637796032203787
5.5,16,6,3,2013,2,1.5360545331573585
4.5,12,15,4,2011,4,0.9000356888808095
10.5,11,7,3,2015,5,2.2940432713936185
11.0,12,1,12,2014,0,2.411069576676238
12.5,15,10,2,2011,3,4.1039277074042335
4.5,0,27,6,2012,2,1.0967086081041493
6.9,22,5,6,2012,1,1.595479151773676
13.0,1,26,9,2013,3,4.711120131993407
10.9,19,21,7,2010,2,3.9605869372145257
6.9,8,21,5,2012,0,1.420503397733071
9.7,2,23,6,2012,5,3.324796841720362
6.5,14,5,3,2013,1,1.1044183870249777
6.5,18,22,2,2011,1,1.6203052736539971
12.1,12,13,3,2010,5,1.2104743986110484
4.9,13,30,3,2011,2,1.021998384199482
6.5,9,15,11,2011,1,2.326275051454457
7.7,19,4,5,2011,2,2.368646504305182
14.5,16,29,5,2015,4,2.992694560967637
4.5,20,28,11,2012,2,0.6359483307690232
14.5,22,18,3,2009,2,4.9167072058129095
14.0,23,28,5,2015,3,3.5541839392589174
10.9,10,3,1,2011,0,4.703647693343011
3.5,20,26,5,2014,0,0.39455817564499035
12.1,2,17,7,2011,6,2.0817330782397208
7.5,10,3,9,2014,2,1.1221533725090396
8.0,12,2,9,2014,1,1.3117846233001766
15.5,12,17,6,2013,0,2.7859700839001063
4.9,10,20,6,2011,0,1.3414772067600564
17.3,21,9,9,2010,3,1.9146634577833517
9.0,6,10,10,2012,2,1.813957123898906
9.3,16,5,6,2012,1,0.9025267925406497
6.5,11,20,12,2014,5,2.0813823807397114
4.9,17,14,2,2011,0,0.5578292599831436
5.3,13,14,7,2012,5,1.3940734391936376
5.7,10,14,2,2012,1,1.2021467558653545
4.9,21,16,1,2011,6,1.1454212878843022
3.5,9,18,10,2013,4,0.5883131121455984
9.5,18,13,5,2014,1,2.0308160870522065
8.9,9,26,1,2009,0,2.580745573573347
4.9,17,4,9,2009,4,1.0023540503243857
7.5,15,25,11,2012,6,1.8839937660304797
5.5,15,7,1,2014,1,0.8602606655456663
6.1,14,11,12,2011,6,1.2449655492139315
10.5,10,8,5,2013,2,2.814931560892938
6.1,11,29,12,2010,2,1.4645574654780558
6.5,18,18,9,2012,1,0.9301814635622206
9.7,22,12,6,2011,6,2.832644831050606
10.5,15,29,3,2014,5,3.2664030764995298
6.9,15,21,9,2010,1,1.095529325589569
3.3,7,13,12,2009,6,0.47967584215256454
6.5,12,7,6,2015,6,1.2379764733009797
9.3,11,27,8,2009,3,3.941218033609308
10.1,20,22,12,2011,3,3.3884153110009736
10.0,16,12,4,2013,4,3.728543755810451
11.5,18,5,9,2012,2,3.3817857861525473
4.5,23,10,12,2010,4,0.6525699600753972
7.3,15,19,2,2010,4,1.940610327166392
8.5,16,26,2,2011,5,2.366336652420996
6.9,17,2,3,2010,1,1.1605847725587224
15.0,14,25,3,2013,0,5.389695713616972
3.7,7,19,10,2009,0,0.9806412766204555
3.3,22,15,1,2012,6,0.6027559439942276
8.9,22,3,1,2011,0,3.004629451025954
13.7,12,21,10,2011,4,3.309168417175895
7.3,10,8,7,2012,6,2.262218542954675
8.0,2,18,6,2013,1,2.1021231680555528
6.1,12,2,3,2012,4,1.5289039180660238
4.5,2,18,5,2011,2,1.1101067560048523
5.7,23,26,2,2011,5,1.9938539192405516
10.1,11,13,9,2010,0,2.7817368632296615
12.9,19,4,9,2010,5,4.145388843619775
6.9,20,1,12,2009,1,2.2376331208386535
4.5,9,27,6,2010,6,0.9720664274154218
12.9,14,21,11,2010,6,2.554663311137319
6.0,19,6,9,2014,5,1.194316028958026
5.5,20,13,11,2013,2,1.4987321393725441
4.5,10,6,1,2010,2,1.004988378998539
6.5,3,19,6,2011,6,0.5149675469706609
4.5,6,14,5,2010,4,0.809465427379335
6.5,16,3,4,2010,5,1.6429055269673112
8.1,19,26,1,2011,2,2.4353431799178895
7.7,14,21,10,2010,3,1.4661093331417334
6.5,5,20,3,2012,1,2.3679983541853464
4.9,2,4,9,2009,4,1.0588052238302756
8.9,22,23,11,2010,1,3.3896470172918454
9.0,18,17,3,2014,0,1.4296096239374896
8.5,14,11,11,2009,2,2.761558799491351
4.9,16,12,1,2010,1,1.4952044505313253
8.5,4,29,9,2012,5,2.92818041510494
8.0,19,10,4,2015,4,2.048237141541741
12.5,4,22,5,2011,6,4.595394965245871
8.9,19,29,9,2009,1,2.844982171867445
8.0,8,14,3,2014,4,1.7794561183844622
3.7,18,12,11,2011,5,0.9872213629935144
6.1,8,18,9,2009,4,0.7759269945812036
12.9,18,13,5,2009,2,4.094967687429433
6.1,8,12,12,2011,0,1.1856503902162494
4.5,8,30,4,2009,3,0.6052693137202505
17.3,11,13,11,2009,4,4.55214487133342
6.1,8,1,6,2010,1,1.3999710931569513
7.3,22,25,10,2011,1,2.3195233967946955
8.9,19,28,5,2011,5,4.537295487311555
9.3,10,26,1,2012,3,3.1023972446372166
14.1,14,2,4,2009,3,2.829636040006316
4.1,11,16,2,2009,0,0.999068410840807
6.5,21,4,9,2014,3,1.4111100446469718
5.5,22,4,6,2014,2,1.2272608496536959
6.1,20,24,12,2009,3,1.1406518288479683
7.5,0,26,4,2015,6,1.739394346801366
6.1,1,27,3,2010,5,1.2940030513753045
7.0,1,27,4,2014,6,1.7324064556071876
3.3,1,15,8,2009,5,0.5552853754866209
7.5,16,17,9,2012,0,1.3057758215709327
4.5,11,19,7,2011,1,0.7096466379872832
7.3,17,10,3,2012,5,3.236852483439512
8.5,11,14,10,2010,3,0.809945659154937
7.0,18,20,12,2012,3,1.1382875251244597
12.5,21,22,4,2014,1,3.8250968014314117
3.7,13,24,1,2009,5,0.6440400853707058
3.5,17,26,6,2014,3,0.7553581706312309
8.9,17,29,7,2011,4,2.213700384459831
12.0,15,10,9,2014,2,1.7300728630855098
10.5,14,1,10,2013,1,2.2315254182439346
15.5,16,22,11,2014,5,4.011306832463612
8.5,0,4,11,2011,4,2.689960699425237
14.1,8,6,10,2009,1,3.7232995570886493
6.5,16,18,2,2010,3,1.4955033922474363
11.5,13,3,3,2015,1,3.015978071642943
9.3,12,9,8,2012,3,1.9149372042477373
10.0,8,26,6,2013,2,1.6462731422727068
6.0,21,6,1,2014,0,1.4524448414346196
10.9,14,15,7,2011,4,2.664377722128337
4.5,14,16,6,2011,3,0.8119647130289166
5.0,10,3,5,2013,4,0.5777727512288574
9.7,8,26,3,2009,3,1.6963009310946755
11.3,16,23,6,2009,1,2.1584253516868026
6.5,2,16,10,2010,5,2.1815288314871673
11.7,5,9,3,2010,1,4.570912933692122
12.1,13,3,8,2012,4,5.356217444896162
4.9,1,10,12,2009,3,0.9620299325588595
5.5,10,30,12,2012,6,1.1622166753280136
3.5,1,25,4,2015,5,0.5054204363248296
11.0,20,16,7,2013,1,2.5402368484054527
9.0,14,15,6,2013,5,1.764938652215809
5.7,1,13,11,2011,6,2.0333916230477946
13.0,14,1,4,2015,2,1.4222972496376238
11.5,18,18,1,2014,5,3.789127916690325
8.5,12,26,5,2014,0,2.410498964678121
9.5,12,3,1,2013,3,1.9843312278251732
7.7,21,27,1,2011,3,1.4614112491038744
5.7,21,27,9,2010,0,2.3520833013421942
5.7,21,14,8,2012,1,0.7887174421645773
