,key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
15201854,15:58.0,11.5,2012-10-03 23:15:58 UTC,-74.008992,40.716207,-73.983945,40.746587,1
18128964,24:34.0,7.5,2015-05-07 19:24:34 UTC,-73.99817657,40.73624039,-73.98566437,40.743927,1
46653461,20:50.0,8.5,2013-06-16 18:20:50 UTC,-73.981723,40.74522,-73.995236,40.754874,1
31401887,00:00.0,44.9,2009-04-14 21:00:00 UTC,-73.788052,40.642642,-73.982573,40.609003,1
50204434,30:00.0,16,2014-08-21 17:30:00 UTC,-73.984442,40.74268,-73.994005,40.759012,1
39092450,54:00.0,5.3,2010-01-09 16:54:00 UTC,-73.96943,40.764988,-73.959885,40.779475,5
7397639,36:59.0,7,2012-09-19 07:36:59 UTC,-73.963875,40.765453,-73.981246,40.759555,1
34517815,25:00.0,5.7,2012-04-29 16:25:00 UTC,-73.97799,40.76334,-73.970678,40.764148,1
50359438,11:20.0,5.7,2012-06-10 23:11:20 UTC,-73.985343,40.758405,-73.989612,40.741377,1
26800719,47:00.0,12.5,2012-08-31 20:47:00 UTC,-73.951153,40.825597,-73.981652,40.778465,5
54665911,33:11.0,14.5,2013-09-17 07:33:11 UTC,-73.986316,40.74756,-73.998632,40.775727,1
18376367,06:34.0,4.5,2010-08-22 13:06:34 UTC,-73.959453,40.77731,-73.955822,40.777904,1
26973212,53:27.0,6.9,2012-01-11 17:53:27 UTC,-73.979,40.7536,-73.9903,40.7406,0
31869428,37:07.0,5.3,2010-11-16 19:37:07 UTC,-73.982236,40.740261,-73.975008,40.754886,1
50091248,28:00.0,4.9,2009-06-28 10:28:00 UTC,-73.983727,40.75451,-73.983727,40.75451,2
3383719,44:00.0,12,2013-09-11 19:44:00 UTC,-73.988707,40.745557,-73.978693,40.778295,1
36156690,04:40.0,10.5,2013-03-02 13:04:40 UTC,-73.990151,40.761797,-74.008126,40.732703,1
54006146,11:44.0,19,2013-02-26 12:11:44 UTC,-73.980124,40.735126,-73.979617,40.781951,3
18065397,40:16.0,12.1,2011-09-11 15:40:16 UTC,-73.995002,40.731523,-73.956413,40.721097,1
45453813,46:44.0,48,2013-09-29 13:46:44 UTC,-73.994576,40.750284,-73.862761,40.856715,1
25250514,36:00.0,3.5,2013-02-22 11:36:00 UTC,-73.993317,40.72772,-73.990292,40.731602,2
36906297,28:44.0,13.5,2015-04-05 04:28:44 UTC,-73.98455811,40.75978851,-74.00811005,40.70935059,5
25654133,40:00.0,8.5,2013-02-06 17:40:00 UTC,-73.99096,40.744142,-73.980668,40.742752,1
27757369,05:00.0,8,2014-08-20 20:05:00 UTC,-73.97841,40.765087,-73.98012,40.745932,1
50855577,33:00.0,8.5,2012-10-04 12:33:00 UTC,-73.97851,40.741117,-73.98686,40.737112,1
15292034,48:00.0,7.7,2011-03-22 05:48:00 UTC,-73.958937,40.775007,-73.984392,40.75456,1
8045009,02:00.0,8,2014-11-16 10:02:00 UTC,-73.950572,40.771177,-73.966225,40.759657,1
8299309,05:00.0,8.5,2013-07-14 03:05:00 UTC,-73.98044,40.730347,-73.987707,40.749912,6
47979274,55:52.0,42.83,2014-03-31 08:55:52 UTC,-73.990726,40.743741,-73.865028,40.770556,2
30740207,49:40.0,28.5,2009-04-16 10:49:40 UTC,-73.872754,40.774308,-74.009244,40.708758,1
25184434,14:03.0,14.5,2009-08-20 14:14:03 UTC,-73.994451,40.760961,-73.958276,40.764652,2
26215725,20:58.0,7,2015-02-15 23:20:58 UTC,-73.97750092,40.7424469,-73.99290466,40.72147369,1
18660973,14:22.0,4.1,2011-12-03 00:14:22 UTC,-73.985824,40.726874,-73.991318,40.726277,1
41324672,05:07.0,23.5,2014-04-08 20:05:07 UTC,-73.981989,40.779009,-73.917006,40.870144,1
8365707,28:08.0,4.5,2009-07-16 23:28:08 UTC,-73.998711,40.734845,-73.986437,40.734114,1
50734588,00:00.0,5.3,2012-04-23 13:00:00 UTC,-74.00062,40.722365,-74.002922,40.734087,5
17055517,18:59.0,45,2009-09-04 07:18:59 UTC,-73.955411,40.775994,-73.9538,40.774864,1
27596505,02:00.0,5,2014-12-16 09:02:00 UTC,-73.973833,40.754392,-73.981222,40.753617,5
11781340,44:00.0,11.7,2010-03-26 00:44:00 UTC,-73.943518,40.714688,-73.980052,40.681975,1
52056931,43:26.0,5.5,2014-09-30 16:43:26 UTC,-73.96218,40.767613,-73.953327,40.781433,2
39714090,25:21.0,18,2014-06-02 21:25:21 UTC,-73.979045,40.755799,-74.009149,40.740711,1
52274844,41:02.0,14.5,2009-08-10 19:41:02 UTC,-74.002358,40.724005,-73.961254,40.774656,1
52945073,20:23.0,27.3,2012-04-19 17:20:23 UTC,-73.873012,40.774097,-73.977712,40.749753,1
12422026,41:00.0,4.5,2011-03-28 15:41:00 UTC,-73.984368,40.768245,-73.97785,40.773463,1
37764239,16:00.0,3.7,2010-04-09 22:16:00 UTC,-73.977677,40.742178,-73.98463,40.73667,3
41836599,22:00.0,5.5,2014-07-01 19:22:00 UTC,-74.005962,40.745065,-73.991135,40.742375,2
40073106,31:00.0,9,2014-03-15 15:31:00 UTC,-73.986588,40.725947,-73.969682,40.749067,1
43705757,31:00.0,10.5,2013-01-09 11:31:00 UTC,-73.999897,40.719122,-73.96521,40.711337,1
10985447,15:21.0,13,2015-01-03 13:15:21 UTC,-73.99349213,40.76223755,-73.96134949,40.75635529,1
32028556,30:43.0,8.5,2014-04-11 07:30:43 UTC,-73.978756,40.785789,-73.961868,40.805618,1
27478525,14:00.0,9.5,2014-09-15 16:14:00 UTC,-73.98148,40.76817,-73.98331,40.74993,1
49891967,17:00.0,4.5,2009-04-17 23:17:00 UTC,-73.973242,40.74829,-73.979245,40.737133,1
43949693,48:34.0,6,2013-07-11 10:48:34 UTC,-73.985934,40.756984,-73.990183,40.742812,1
39196923,00:18.0,9,2015-03-11 17:00:18 UTC,-73.96777344,40.80073929,-73.94276428,40.79907227,1
13987504,23:00.0,23.3,2012-02-13 01:23:00 UTC,-73.98962,40.725985,-73.927822,40.775707,1
15598118,15:00.0,9.7,2011-03-19 13:15:00 UTC,-73.994128,40.751072,-73.96705,40.761257,3
52447360,00:00.0,6.5,2014-06-06 00:00:00 UTC,-74.000467,40.7424,-73.990305,40.759807,3
47888816,00:22.0,8.5,2013-12-03 21:00:22 UTC,-73.975396,40.76444,-73.992532,40.751561,1
48240122,14:00.0,8.5,2009-09-04 19:14:00 UTC,-73.978382,40.730945,-74.000302,40.74271,1
40580652,35:40.0,11,2013-05-22 10:35:40 UTC,-73.982966,40.730758,-74.005433,40.728009,1
25075050,38:00.0,5.7,2011-07-09 20:38:00 UTC,-73.925295,40.73312,-73.925295,40.73312,3
6328253,37:00.0,7.7,2011-10-10 08:37:00 UTC,-73.984272,40.77511,-73.96962,40.762967,5
32305454,33:00.0,14.9,2011-12-20 10:33:00 UTC,-74.00981,40.720642,-74.009925,40.721097,2
47786720,31:09.0,5.3,2009-06-29 01:31:09 UTC,-73.984679,40.759092,-73.984331,40.744995,2
15761075,29:40.0,6.1,2012-08-18 16:29:40 UTC,-73.990913,40.745561,-73.974701,40.759072,1
46521374,22:23.0,8.9,2009-04-22 15:22:23 UTC,-73.994312,40.75084,-73.976443,40.751337,4
46493517,30:00.0,16,2014-11-01 01:30:00 UTC,-74.012387,40.706787,-74.001045,40.67716,1
42229972,24:46.0,6.5,2010-09-25 12:24:46 UTC,-73.943268,40.778983,-73.953996,40.765047,2
52925519,45:00.0,6,2013-11-18 18:45:00 UTC,-73.997015,40.722497,-74.000482,40.735605,2
38191763,45:31.0,8.5,2012-09-19 10:45:31 UTC,-73.991111,40.75539,-73.996644,40.767672,1
8172755,38:11.0,4.1,2009-01-24 18:38:11 UTC,-73.979724,40.755803,-73.9798,40.763519,3
16123029,54:08.0,4.5,2015-01-08 12:54:08 UTC,-74.00315857,40.7388382,-73.99456024,40.73637009,1
40866942,45:57.0,4.9,2010-03-03 06:45:57 UTC,-73.966539,40.753334,-73.969657,40.761316,1
10990529,11:07.0,4,2014-05-22 07:11:07 UTC,-73.97525,40.755737,-73.971341,40.760311,1
35858124,18:00.0,11,2013-03-31 17:18:00 UTC,-74.016242,40.71532,-73.998735,40.71366,5
47456524,10:00.0,8.5,2009-02-08 20:10:00 UTC,-73.984983,40.759347,-73.988328,40.738667,2
5977819,00:09.0,33.83,2014-05-16 11:00:09 UTC,-73.980355,40.734463,-73.862177,40.768698,1
47231646,15:50.0,19,2012-12-15 00:15:50 UTC,-73.949303,40.695266,-74.001469,40.73756,1
22712923,09:29.0,8.9,2010-04-26 20:09:29 UTC,-73.971161,40.760795,-73.988331,40.778981,1
28527892,00:39.0,7.3,2009-10-08 19:00:39 UTC,-73.994399,40.75081,-73.978778,40.760652,1
33977463,59:30.0,4.9,2012-02-12 17:59:30 UTC,-73.963055,40.775046,-73.954021,40.778498,3
10675766,20:08.0,4,2015-05-07 15:20:08 UTC,-73.93222046,40.76473618,-73.94009399,40.76545334,1
9508347,35:14.0,10.5,2013-02-01 03:35:14 UTC,-74.00569,40.740562,-73.973525,40.747984,1
13302449,41:00.0,5.3,2011-03-08 07:41:00 UTC,-73.993745,40.747201,-73.984199,40.738376,3
9601660,50:00.0,10.9,2012-01-17 20:50:00 UTC,-73.980887,40.760332,-73.94849,40.744887,1
18862582,16:26.0,7.3,2010-06-25 20:16:26 UTC,-73.982091,40.774508,-73.95933,40.775145,1
8871106,48:07.0,5.3,2010-01-01 00:48:07 UTC,-73.98732,40.765732,-73.981517,40.778986,2
4411125,28:32.0,6,2015-03-21 00:28:32 UTC,-73.98761749,40.74420929,-73.9861145,40.75575638,4
39887804,26:53.0,15.3,2010-07-19 20:26:53 UTC,-73.953324,40.785782,-73.995158,40.724517,1
10609554,27:23.0,13.5,2015-05-01 21:27:23 UTC,-73.97849274,40.72428131,-73.9570694,40.76609421,3
4538018,57:57.0,3.3,2010-06-16 08:57:57 UTC,-74.006145,40.735021,-74.001723,40.740915,1
49949691,53:00.0,6.5,2011-02-04 12:53:00 UTC,-73.978897,40.76147,-73.98392,40.748797,1
55140509,52:00.0,8.5,2014-06-07 12:52:00 UTC,-73.99766,40.724265,-74.004737,40.716757,5
31728037,22:00.0,23.3,2009-11-14 02:22:00 UTC,-73.985153,40.73511,-73.976785,40.759007,1
25426315,43:00.0,18.9,2009-07-28 12:43:00 UTC,-73.984018,40.743812,-74.005563,40.715187,1
44002008,05:47.0,7.1,2009-03-02 19:05:47 UTC,-74.007707,40.715084,-73.996401,40.726756,1
38660719,45:00.0,37.3,2012-01-16 16:45:00 UTC,-73.974432,40.762477,-73.779797,40.751667,1
36832393,28:00.0,6.1,2009-07-30 21:28:00 UTC,-74.005503,40.738833,-74.000458,40.727112,1
53646408,54:00.0,3.7,2012-03-02 11:54:00 UTC,-73.985113,40.736255,-73.989822,40.73036,5
28944985,22:38.0,7.3,2009-09-21 14:22:38 UTC,-73.960404,40.775496,-73.981492,40.780993,1
26676782,48:00.0,4.9,2009-02-11 11:48:00 UTC,-73.967941,40.76723,-73.965615,40.758884,1
17220264,55:56.0,5.3,2012-04-06 23:55:56 UTC,-73.98963,40.76058,-73.975152,40.765278,2
7814993,54:00.0,8,2013-10-12 02:54:00 UTC,-73.999953,40.729672,-73.984117,40.743352,5
41624485,24:43.0,11.5,2014-10-08 23:24:43 UTC,-74.006348,40.738272,-73.981137,40.765825,1
11797916,01:00.0,15,2013-09-16 01:01:00 UTC,-73.983202,40.767807,-73.958845,40.809792,1
33423692,26:00.0,5.5,2013-03-09 13:26:00 UTC,-73.995007,40.745027,-74.004968,40.746732,2
54346083,41:10.0,17.3,2010-04-01 20:41:10 UTC,-73.994098,40.735441,-73.979597,40.689609,1
35621993,28:15.0,5.5,2015-06-16 17:28:15 UTC,-73.96337891,40.75831985,-73.96530914,40.76018906,1
52715811,10:00.0,6.1,2010-01-21 07:10:00 UTC,-73.991367,40.749675,-74.008058,40.730913,5
36987920,33:56.0,35.83,2014-03-05 14:33:56 UTC,-73.984462,40.75507,-73.885478,40.773222,1
23941791,41:45.0,14.9,2011-07-23 23:41:45 UTC,-73.982696,40.763176,-73.981419,40.742198,1
8058357,00:00.0,4.9,2009-01-10 09:00:00 UTC,-73.964837,40.771322,-73.98178,40.773687,1
36880798,05:37.0,5.7,2009-08-01 13:05:37 UTC,-73.99212,40.764205,-73.976157,40.786149,1
14550620,22:13.0,2.5,2013-09-04 10:22:13 UTC,-73.949502,40.745118,-73.949235,40.74484,1
51973130,08:36.0,7.3,2011-01-12 19:08:36 UTC,-73.988858,40.736766,-73.980274,40.754554,2
13636501,44:34.0,14.5,2014-04-12 22:44:34 UTC,-73.977545,40.752026,-73.932959,40.744525,1
36259701,18:00.0,6,2012-10-26 03:18:00 UTC,-73.994278,40.73932,-73.987865,40.750488,1
53069316,08:48.0,4.9,2011-09-30 20:08:48 UTC,-73.995927,40.756996,-74.000835,40.742581,1
8544067,29:43.0,6.5,2013-09-16 20:29:43 UTC,-73.982125,40.768467,-73.97194,40.781721,1
4656046,40:02.0,9,2013-08-29 23:40:02 UTC,-73.986507,40.751516,-74.001374,40.729245,3
28589882,48:34.0,24.5,2015-05-18 18:48:34 UTC,-74.00401306,40.73819733,-73.94618988,40.77534866,3
35828086,21:13.0,10.5,2012-03-30 15:21:13 UTC,-73.983179,40.781627,-73.960774,40.761578,1
15502448,20:00.0,4.9,2011-01-12 23:20:00 UTC,-73.982773,40.756073,-73.979175,40.746273,5
33735101,10:05.0,8.5,2010-03-29 08:10:05 UTC,-73.982217,40.772762,-73.954324,40.764232,1
44773133,38:00.0,8,2013-09-16 19:38:00 UTC,-73.984897,40.774012,-73.966955,40.790957,1
38891147,30:19.0,6.9,2011-07-30 20:30:19 UTC,-73.983913,40.737667,-73.996443,40.725543,1
41980999,02:00.0,10.9,2011-03-13 00:02:00 UTC,0,0,0,0,1
34383312,09:00.0,7,2015-03-15 20:09:00 UTC,-73.98709106,40.74763107,-73.97988892,40.73773575,1
41472399,14:24.0,35.1,2011-04-19 20:14:24 UTC,-73.977637,40.763588,-73.966406,40.644112,2
25916473,41:00.0,5.5,2012-11-07 18:41:00 UTC,-73.980028,40.754927,-73.97914,40.760877,1
3159317,11:36.0,16.5,2012-04-11 02:11:36 UTC,-73.98437,40.760776,-73.95137,40.706955,1
24122045,39:00.0,17.3,2012-08-15 03:39:00 UTC,-73.99293,40.763467,-73.951852,40.710812,1
8860375,11:00.0,5.3,2009-09-13 14:11:00 UTC,-73.997107,40.722315,-73.987513,40.720107,5
37660904,33:32.0,10.9,2012-05-25 18:33:32 UTC,-74.006082,40.745317,-74.006043,40.718555,1
52772266,17:00.0,10.9,2011-10-16 10:17:00 UTC,-73.8731,40.774035,-73.885203,40.74932,5
422997,41:24.0,25.7,2011-05-29 18:41:24 UTC,-73.98381,40.753526,-73.83063,40.760473,1
53529624,18:07.0,20,2013-10-09 17:18:07 UTC,-73.991143,40.732419,-73.980339,40.770671,4
39934074,36:17.0,5.3,2012-04-11 19:36:17 UTC,-73.965421,40.769371,-73.954421,40.786914,1
54785736,17:00.0,21,2014-06-02 16:17:00 UTC,-74.006972,40.705465,-73.952632,40.77217,2
5009108,36:00.0,4.5,2012-05-08 17:36:00 UTC,-73.958945,40.77199,-73.949247,40.785182,1
2009976,02:00.0,7,2014-03-13 16:02:00 UTC,-73.991655,40.738465,-73.980795,40.737762,1
16642444,07:15.0,6.9,2010-02-07 11:07:15 UTC,-73.980148,40.775674,-73.973061,40.795252,1
54469476,49:00.0,13.5,2014-02-27 21:49:00 UTC,-73.991072,40.750605,-73.990212,40.718982,1
3449176,59:00.0,4.9,2010-10-22 12:59:00 UTC,-73.961333,40.779065,-73.967323,40.7697,1
21981971,07:00.0,5.7,2009-01-30 23:07:00 UTC,-73.966583,40.754567,-73.95241,40.772235,2
53829824,41:32.0,8.5,2011-03-23 21:41:32 UTC,-73.951358,40.82546,-73.951345,40.797727,1
52292635,42:00.0,13.3,2009-08-17 18:42:00 UTC,-73.984373,40.760528,-73.985403,40.756833,1
28635494,37:36.0,5.3,2009-11-18 19:37:36 UTC,-74.004121,40.72178,-74.003332,40.732538,1
35169534,06:06.0,6.5,2011-07-15 22:06:06 UTC,-73.986018,40.754357,-73.992168,40.764376,1
52817331,32:00.0,2.5,2012-10-10 22:32:00 UTC,-73.785985,40.647472,-73.785528,40.646052,1
46800962,19:00.0,12.5,2014-12-02 08:19:00 UTC,-73.973508,40.747773,-73.924715,40.752322,1
42237381,04:00.0,12.5,2011-02-25 12:04:00 UTC,-74.011018,40.708802,-73.994783,40.749422,2
31059159,21:00.0,22.5,2010-05-08 15:21:00 UTC,-73.963752,40.774287,-73.862042,40.768612,5
11181583,47:42.0,6.5,2011-01-23 18:47:42 UTC,-73.95278,40.772189,-73.97076,40.762624,1
39881206,53:00.0,12.1,2009-07-23 18:53:00 UTC,-73.989798,40.733858,-73.959495,40.771047,5
50028508,33:00.0,10,2013-01-25 18:33:00 UTC,-74.004142,40.738047,-73.989717,40.725735,1
6501318,59:00.0,9.7,2009-10-10 16:59:00 UTC,-73.977848,40.76488,-74.000572,40.73728,1
50700737,32:58.0,10.9,2010-10-27 13:32:58 UTC,-73.991531,40.749854,-73.973097,40.761413,1
9099917,02:13.0,4.9,2010-10-30 18:02:13 UTC,-73.98155,40.768814,-73.970525,40.765586,1
15401112,21:21.0,7.3,2009-06-06 14:21:21 UTC,-73.970272,40.761391,-73.954518,40.784072,1
40056743,40:00.0,7.7,2010-05-27 18:40:00 UTC,-73.977492,40.742538,-73.957232,40.766067,1
36183914,49:00.0,5.7,2012-04-30 20:49:00 UTC,-73.994732,40.72596,-73.97933,40.736332,1
50224924,49:00.0,6.1,2012-06-17 19:49:00 UTC,-73.95675,40.802552,-73.943522,40.80699,1
1341180,39:22.0,15,2015-03-29 20:39:22 UTC,-73.95252228,40.77132797,-73.92987823,40.75627899,1
48491578,00:18.0,5,2014-09-21 07:00:18 UTC,-73.980697,40.730618,-73.990488,40.737248,1
34802041,58:46.0,5.5,2013-02-05 13:58:46 UTC,-74.012335,40.708217,-74.001673,40.722152,1
51820856,32:27.0,6.9,2012-06-08 11:32:27 UTC,-73.979186,40.760402,-73.990001,40.75212,2
52809573,40:13.0,7.5,2013-04-17 20:40:13 UTC,-73.962007,40.800492,-73.944538,40.808987,1
43819656,33:12.0,27,2011-06-30 21:33:12 UTC,-73.862943,40.768862,-73.977004,40.743448,1
29318053,48:58.0,9.5,2014-05-31 23:48:58 UTC,-73.968442,40.755783,-73.994347,40.745485,1
46378913,19:00.0,2.9,2011-08-12 16:19:00 UTC,-73.958605,40.764192,-73.955707,40.768305,1
7674099,54:00.0,9.3,2009-12-08 13:54:00 UTC,-73.96802,40.771005,-73.973763,40.754018,2
47428224,40:19.0,7,2015-05-28 09:40:19 UTC,-74.00312805,40.74909592,-73.99976349,40.75381851,1
1644947,01:12.0,12.5,2011-09-07 22:01:12 UTC,-73.985001,40.724364,-73.943527,40.725699,1
26681743,02:00.0,4.9,2009-05-28 23:02:00 UTC,-73.991442,40.750722,-73.98642,40.759645,1
983915,48:00.0,27.3,2012-03-20 19:48:00 UTC,-73.862537,40.76883,-73.996385,40.69041,1
8437315,01:23.0,6.5,2015-05-11 21:01:23 UTC,-73.97319794,40.74788666,-73.9686203,40.75945663,1
33985848,18:00.0,10.1,2010-01-10 03:18:00 UTC,-74.005675,40.741145,-73.976452,40.759805,5
7586010,00:00.0,9,2014-11-19 10:00:00 UTC,-73.94697,40.771987,-73.96846,40.757252,1
41223704,30:35.0,12.5,2013-12-12 18:30:35 UTC,-74.002979,40.749542,-73.972835,40.756702,1
36406032,21:00.0,5.7,2009-07-27 07:21:00 UTC,-74.008583,40.715483,-74.013048,40.704887,2
49087892,35:00.0,4.9,2009-10-06 23:35:00 UTC,-73.993027,40.726115,-73.985023,40.721085,2
18827059,08:24.0,20.5,2015-06-02 20:08:24 UTC,-73.7882843,40.6417923,-73.8079834,40.70485306,3
19628475,12:55.0,8.1,2009-07-14 15:12:55 UTC,-74.002103,40.729965,-73.985747,40.719845,1
12263055,22:31.0,7,2013-03-28 09:22:31 UTC,-73.965069,40.769747,-73.958056,40.782345,1
30851122,50:30.0,33.33,2015-01-11 06:50:30 UTC,-73.9622345,40.77354813,-73.86180878,40.7684021,1
294294,58:31.0,16.1,2012-05-26 19:58:31 UTC,-73.977808,40.774431,-73.986343,40.726466,1
17541959,14:00.0,8.5,2013-01-04 08:14:00 UTC,-73.951772,40.769542,-73.96935,40.757847,1
23590126,24:23.0,7.3,2010-12-29 14:24:23 UTC,-73.976492,40.757268,-73.980379,40.751275,1
28729645,20:02.0,4.5,2014-06-21 08:20:02 UTC,-73.992279,40.73777,-74.002433,40.739944,1
671905,51:00.0,4.5,2012-12-15 00:51:00 UTC,-73.911605,40.775467,-73.904025,40.771277,6
35797912,37:33.0,18.5,2009-06-06 14:37:33 UTC,-73.952773,40.776457,-73.974799,40.733652,1
10752700,49:15.0,8.9,2011-01-29 10:49:15 UTC,-73.977733,40.750238,-73.997759,40.724337,2
7033142,25:00.0,10.1,2010-12-22 15:25:00 UTC,-74.002892,40.760302,-73.97677,40.74333,5
39233473,34:25.0,9.5,2014-05-18 03:34:25 UTC,-73.98261,40.739415,-73.955853,40.772133,1
29242681,38:00.0,8.9,2010-10-26 09:38:00 UTC,-73.97377,40.747703,-73.990893,40.72347,1
16605498,39:00.0,10,2012-10-05 11:39:00 UTC,-73.95435,40.762767,-73.976337,40.744127,5
40174852,54:00.0,21.7,2012-03-21 10:54:00 UTC,-73.977325,40.759507,-74.013343,40.71681,1
27752678,10:00.0,6.1,2012-03-07 08:10:00 UTC,-73.963447,40.757235,-73.95135,40.774182,1
35827729,44:00.0,15.5,2014-09-06 10:44:00 UTC,-73.982372,40.775742,-73.974545,40.753557,5
8244876,59:06.0,7.5,2013-08-01 12:59:06 UTC,-73.958474,40.775404,-73.967736,40.771496,1
27331753,21:00.0,4.9,2012-03-08 21:21:00 UTC,-73.99554,40.723323,-74.00512,40.71536,1
26036894,25:00.0,5.3,2012-02-18 15:25:00 UTC,-73.978357,40.783085,-73.987568,40.779522,5
9546029,50:43.0,8,2015-04-04 13:50:43 UTC,-73.9821167,40.72794342,-73.99930573,40.7386055,1
37514961,35:00.0,9.3,2011-04-05 22:35:00 UTC,-73.955757,40.767798,-73.982713,40.766973,1
27441496,39:00.0,34.83,2014-12-01 22:39:00 UTC,-73.872997,40.774155,-73.856835,40.847755,6
1579529,54:34.0,5.3,2011-02-10 12:54:34 UTC,-73.983425,40.739078,-73.992305,40.741173,1
3521944,05:32.0,4.5,2012-03-15 22:05:32 UTC,-73.987586,40.750393,-73.979097,40.747324,1
4165665,02:00.0,10.1,2010-07-09 00:02:00 UTC,-73.985898,40.740982,-74.008753,40.731717,1
54670270,15:21.0,4.5,2013-02-16 19:15:21 UTC,-73.986495,40.739899,-73.977407,40.746447,1
31692872,56:04.0,4.5,2011-02-26 13:56:04 UTC,-73.971752,40.74611,-73.961205,40.760586,1
45260795,18:00.0,7,2014-04-11 16:18:00 UTC,-73.978918,40.785427,-73.971662,40.7988,2
10964481,52:11.0,8.1,2009-01-04 12:52:11 UTC,-73.981964,40.779528,-73.956374,40.775396,1
27484597,01:43.0,11.3,2012-06-24 03:01:43 UTC,-74.005652,40.74384,-73.980125,40.724766,2
15768982,08:00.0,52,2012-09-18 19:08:00 UTC,-73.78372,40.648652,-73.977247,40.76415,5
2556174,26:53.0,18,2012-10-21 14:26:53 UTC,-73.986095,40.749382,-74.016913,40.704818,2
37809096,52:31.0,11,2012-10-24 08:52:31 UTC,-73.961245,40.777588,-73.982755,40.763188,1
35092512,22:27.0,8.5,2012-11-18 08:22:27 UTC,-73.988897,40.741097,-73.978847,40.764545,1
52497888,05:27.0,6.5,2011-03-27 00:05:27 UTC,-74.005583,40.740034,-73.991231,40.736627,2
35631618,18:39.0,9,2013-01-07 20:18:39 UTC,-74.010766,40.710903,-74.013148,40.702281,2
4045771,21:51.0,19.7,2010-01-12 20:21:51 UTC,-73.974986,40.783418,-74.00562,40.705656,1
41654278,50:00.0,13.5,2013-07-10 21:50:00 UTC,-73.991665,40.729617,-73.98153,40.76852,1
54443474,33:29.0,13,2014-12-20 12:33:29 UTC,-73.980634,40.764792,-73.992206,40.734374,3
5124273,39:00.0,5.7,2009-01-09 15:39:00 UTC,-73.981287,40.755027,-73.969663,40.762433,1
13745309,00:00.0,16.5,2014-01-17 01:00:00 UTC,-73.986165,40.726522,-73.991072,40.678905,1
35146557,02:20.0,5.7,2011-01-16 13:02:20 UTC,-73.983114,40.756174,-73.991543,40.750466,1
26929003,10:00.0,12.5,2010-02-21 14:10:00 UTC,-73.954468,40.76978,-73.988905,40.731133,1
2596314,06:48.0,13.5,2012-12-03 14:06:48 UTC,-73.990105,40.769871,-73.953833,40.765344,1
32726786,48:52.0,16,2012-12-25 19:48:52 UTC,-73.988648,40.731458,-73.997391,40.683953,1
35107333,12:00.0,19.7,2009-11-30 11:12:00 UTC,-73.992448,40.713675,-73.98333,40.765402,1
15221672,30:00.0,6.9,2010-05-08 23:30:00 UTC,-73.980723,40.738252,-73.974903,40.720373,1
709058,11:24.0,11.3,2012-08-27 17:11:24 UTC,-73.978403,40.751146,-73.945791,40.778666,1
47801730,07:00.0,18,2015-02-13 10:07:00 UTC,-73.96092987,40.77766418,-73.98861694,40.75927734,1
35905887,08:10.0,3.3,2011-03-18 13:08:10 UTC,-73.978234,40.773275,-73.983226,40.771003,1
21450273,43:00.0,18.1,2009-12-23 20:43:00 UTC,-73.981782,40.768445,-73.993153,40.729812,5
10545142,26:00.0,12,2014-09-14 23:26:00 UTC,-73.984517,40.726493,-73.984085,40.702392,1
48008800,21:12.0,26.1,2011-06-19 05:21:12 UTC,-74.000595,40.728906,-73.967888,40.635126,1
42145757,29:02.0,8,2013-08-29 22:29:02 UTC,-74.005783,40.74035,-73.985701,40.752482,3
6233125,12:00.0,6.1,2011-08-07 14:12:00 UTC,-73.982393,40.739947,-73.977935,40.754128,1
8710919,30:09.0,13,2014-10-08 21:30:09 UTC,-73.997425,40.75642,-73.95566,40.787759,1
16598323,23:38.0,57.54,2015-05-18 14:23:38 UTC,-74.00193024,40.74070358,-73.78421783,40.64345551,1
9821357,45:00.0,24.9,2010-10-21 14:45:00 UTC,-73.94424,40.788315,-73.975658,40.757892,1
41773354,03:00.0,16,2014-05-08 21:03:00 UTC,-73.952962,40.782947,-73.99999,40.761307,2
54385358,06:33.0,10.5,2012-07-17 20:06:33 UTC,-74.001674,40.725016,-73.977468,40.765,1
53915185,34:00.0,4.9,2012-06-13 05:34:00 UTC,-73.958703,40.800833,-73.952732,40.810533,1
51142280,15:43.0,14,2015-03-28 21:15:43 UTC,-73.99848938,40.75045395,-74.00509644,40.71589661,2
10659810,16:28.0,11.3,2012-06-16 15:16:28 UTC,-73.944914,40.774887,-73.984129,40.740598,1
4590762,06:04.0,6.5,2013-11-17 02:06:04 UTC,-73.987993,40.7648,-74.001927,40.745894,1
36759277,10:37.0,2.5,2011-08-12 03:10:37 UTC,-74.0068,40.7471,-74.0068,40.7471,2
55287301,15:16.0,5.3,2010-09-19 02:15:16 UTC,-73.963314,40.769158,-73.95031,40.780001,2
21184811,37:00.0,13.7,2009-03-30 19:37:00 UTC,-73.999895,40.733153,-73.97276,40.792562,1
53171591,48:16.0,9.5,2015-06-22 12:48:16 UTC,-73.95845032,40.77144241,-73.95432281,40.76422882,1
33046347,46:00.0,126.1,2011-06-13 15:46:00 UTC,-73.788657,40.640643,-74.00135,41.048048,1
52906225,14:07.0,9.5,2015-02-09 19:14:07 UTC,-73.95581055,40.76428604,-73.98413849,40.77967072,1
